,Address,Latitude,Longitude
1732,8 UPP BOON KENG RD Singapore,1.31285,103.8708
1733,72 GEYLANG BAHRU Singapore,1.3219,103.87156
1734,73 GEYLANG BAHRU Singapore,1.32271,103.87076
1735,57 GEYLANG BAHRU Singapore,1.32324,103.869
1736,1 ST. GEORGE'S RD Singapore,1.32331,103.86142
1737,9 GLOUCESTER RD Singapore,1.31374,103.85187
1738,106 TOWNER RD Singapore,1.32018,103.85836
1739,96 WHAMPOA DR Singapore,1.32178,103.85586
1740,17 BEACH RD Singapore,1.30352,103.86369
1741,15 UPP BOON KENG RD Singapore,1.31578,103.87147
1742,13 ST. GEORGE'S RD Singapore,1.32325,103.86297
1743,3 LIM CHU KANG RD Singapore,1.42165,103.70325
1744,47 MARINE CRES Singapore,1.30492,103.91215
1745,6 MARINE TER Singapore,1.30396,103.91676
1746,5 MARINE TER Singapore,1.30444,103.91708
1747,20 MARINE TER Singapore,1.30377,103.91462
1748,33 MARINE CRES Singapore,1.30288,103.91228
1749,75 MARINE DR Singapore,1.30368,103.90752
1750,74 MARINE DR Singapore,1.30358,103.90737
1751,54 MARINE TER Singapore,1.3055,103.91505
1752,27 MARINE CRES Singapore,1.30433,103.91328
1753,79 MARINE DR Singapore,1.30164,103.90861
1754,77 MARINE DR Singapore,1.30179,103.90872
1755,37 TANGLIN HALT RD Singapore,1.2979,103.79786
1756,10 GHIM MOH RD Singapore,1.3105952,103.7898713
1757,80 C'WEALTH DR Singapore,1.3018,103.79569
1758,152 MEI LING ST Singapore,1.29384,103.80283
1759,96 C'WEALTH CRES Singapore,1.30665,103.80123
1760,100 C'WEALTH CRES Singapore,1.30719,103.8011
1761,169 STIRLING RD Singapore,1.29055,103.80307
1762,27A C'WEALTH AVE Singapore,1.29763,103.80422
1763,23A QUEEN'S CL Singapore,1.29414,103.79963
1764,30 TANGLIN HALT RD Singapore,1.29916,103.79905
1765,46 HOLLAND DR Singapore,1.30864,103.7927
1766,13 GHIM MOH RD Singapore,1.30969,103.78891
1767,2 LOR LEW LIAN Singapore,1.35051,103.87575
1768,302 SERANGOON AVE 2 Singapore,1.35333,103.86707
1769,215 SERANGOON AVE 4 Singapore,1.35764,103.87337
1770,7 LOR LEW LIAN Singapore,1.34925,103.87665
1771,211 SERANGOON AVE 4 Singapore,1.35688,103.87354
1772,216 SERANGOON AVE 4 Singapore,1.35767,103.87313
1773,301 SERANGOON AVE 2 Singapore,1.35307,103.86779
1774,233 SERANGOON AVE 3 Singapore,1.35494,103.86915
1775,232 SERANGOON AVE 3 Singapore,1.35493,103.86879
1776,121 SERANGOON NTH AVE 1 Singapore,1.3671,103.87123
1777,310 SERANGOON AVE 2 Singapore,1.35347,103.86579
1778,123 SERANGOON NTH AVE 1 Singapore,1.36705,103.87242
1779,205 TAMPINES ST 21 Singapore,1.35188,103.95167
1780,907 TAMPINES AVE 4 Singapore,1.35042,103.93938
1781,108 TAMPINES ST 11 Singapore,1.34813,103.94855
1782,246 TAMPINES ST 21 Singapore,1.35299,103.94692
1783,282 TAMPINES ST 22 Singapore,1.34758,103.95228
1784,144 TAMPINES ST 12 Singapore,1.34826,103.94367
1785,243 TAMPINES ST 21 Singapore,1.354,103.9471
1786,292 TAMPINES ST 22 Singapore,1.35017,103.95559
1787,249 TAMPINES ST 21 Singapore,1.35214,103.94825
1788,421 TAMPINES ST 41 Singapore,1.35765,103.94755
1789,445 TAMPINES ST 42 Singapore,1.35814,103.95073
1790,935 TAMPINES ST 91 Singapore,1.34592,103.94108
1791,263 TAMPINES ST 21 Singapore,1.35356,103.9509
1792,280 TAMPINES ST 22 Singapore,1.34758,103.95193
1793,145 TAMPINES ST 12 Singapore,1.34862,103.94372
1794,164 TAMPINES ST 12 Singapore,1.3498,103.94594
1795,259 TAMPINES ST 21 Singapore,1.35496,103.95001
1796,242 TAMPINES ST 21 Singapore,1.354,103.94678
1797,222 TAMPINES ST 24 Singapore,1.3557,103.95252
1798,933 TAMPINES ST 91 Singapore,1.34545,103.93891
1799,418 TAMPINES ST 41 Singapore,1.35806,103.94745
1800,446 TAMPINES ST 42 Singapore,1.35776,103.95098
1801,926 TAMPINES ST 91 Singapore,1.34595,103.94113
1802,233 TAMPINES ST 21 Singapore,1.35622,103.9476
1803,922 TAMPINES ST 91 Singapore,1.34772,103.94086
1804,210 TAMPINES ST 23 Singapore,1.35424,103.95365
1805,229 TAMPINES ST 23 Singapore,1.35571,103.95366
1806,156 TAMPINES ST 12 Singapore,1.35141,103.94494
1807,235 LOR 8 TOA PAYOH Singapore,1.33927,103.85713
1808,234 LOR 8 TOA PAYOH Singapore,1.33881,103.85791
1809,233 LOR 8 TOA PAYOH Singapore,1.33836,103.85868
1810,103 POTONG PASIR AVE 1 Singapore,1.33426,103.86938
1811,113 POTONG PASIR AVE 1 Singapore,1.33627,103.86322
1812,111 LOR 1 TOA PAYOH Singapore,1.34109,103.84549
1813,123 LOR 1 TOA PAYOH Singapore,1.33853,103.84563
1814,4 LOR 7 TOA PAYOH Singapore,1.33888,103.85551
1815,178 TOA PAYOH CTRL Singapore,1.33373,103.84922
1816,199 TOA PAYOH NTH Singapore,1.34187,103.85037
1817,57 LOR 5 TOA PAYOH Singapore,1.33694,103.85099
1818,205 TOA PAYOH NTH Singapore,1.3424,103.84766
1819,221 LOR 8 TOA PAYOH Singapore,1.34219,103.85692
1820,145 POTONG PASIR AVE 2 Singapore,1.33257,103.8661
1821,138 POTONG PASIR AVE 3 Singapore,1.33357,103.86561
1822,183 TOA PAYOH CTRL Singapore,1.33321,103.84911
1823,191 LOR 4 TOA PAYOH Singapore,1.33206,103.85094
1824,204 TOA PAYOH NTH Singapore,1.34173,103.84911
1825,213 LOR 8 TOA PAYOH Singapore,1.34083,103.85449
1826,229 LOR 8 TOA PAYOH Singapore,1.33866,103.85872
1827,16 JOO SENG RD Singapore,1.33662,103.88021
1828,216 LOR 8 TOA PAYOH Singapore,1.34249,103.85443
1829,215 LOR 8 TOA PAYOH Singapore,1.34159,103.85506
1830,202 MARSILING DR Singapore,1.44355,103.7752
1831,131 MARSILING RISE Singapore,1.43826,103.77858
1832,7 MARSILING DR Singapore,1.44188,103.77691
1833,105 WOODLANDS ST 13 Singapore,1.43671,103.78156
1834,5 MARSILING DR Singapore,1.4395,103.77538
1835,336 WOODLANDS AVE 1 Singapore,1.43061,103.78185
1836,214 MARSILING LANE Singapore,1.44743,103.77227
1837,115 YISHUN RING RD Singapore,1.43414,103.82864
1838,704 YISHUN AVE 5 Singapore,1.42904,103.82886
1839,703 YISHUN AVE 5 Singapore,1.42947,103.82901
1840,732 YISHUN AVE 5 Singapore,1.42915,103.83048
1841,127 YISHUN ST 11 Singapore,1.43347,103.83088
1842,126 YISHUN ST 11 Singapore,1.4337,103.83007
1843,130 YISHUN ST 11 Singapore,1.43367,103.83105
1844,204 YISHUN ST 21 Singapore,1.43101,103.8359
1845,129 YISHUN ST 11 Singapore,1.43368,103.83112
1846,145 YISHUN ST 11 Singapore,1.43103,103.83181
1847,153 YISHUN ST 11 Singapore,1.4313,103.83403
1848,158 YISHUN ST 11 Singapore,1.43252,103.8343
1849,241 YISHUN RING RD Singapore,1.43232,103.8394
1850,131 YISHUN ST 11 Singapore,1.43296,103.83124
1851,245 YISHUN AVE 9 Singapore,1.43469,103.84201
1852,148 YISHUN ST 11 Singapore,1.43179,103.83236
1853,275 YISHUN ST 22 Singapore,1.43762,103.83875
1854,727 YISHUN ST 71 Singapore,1.42639,103.83099
1855,721 YISHUN ST 71 Singapore,1.42626,103.82904
1856,225 YISHUN ST 21 Singapore,1.4346,103.8358
1857,242 YISHUN RING RD Singapore,1.43271,103.83973
1858,759 YISHUN ST 72 Singapore,1.42605,103.83301
1859,287 YISHUN AVE 6 Singapore,1.43947,103.83777
1860,284 YISHUN AVE 6 Singapore,1.43983,103.83862
1861,209 YISHUN ST 21 Singapore,1.43119,103.83769
1862,212 YISHUN ST 21 Singapore,1.43156,103.83743
1863,858 YISHUN AVE 4 Singapore,1.41748,103.83848
1864,174 ANG MO KIO AVE 4 Singapore,1.37541,103.8374
1865,208 ANG MO KIO AVE 1 Singapore,1.36611,103.84277
1866,319 ANG MO KIO AVE 1 Singapore,1.36496,103.84788
1867,109 ANG MO KIO AVE 4 Singapore,1.3702,103.83819
1868,422 ANG MO KIO AVE 3 Singapore,1.36808,103.85146
1869,576 ANG MO KIO AVE 10 Singapore,1.37132,103.85443
1870,578 ANG MO KIO AVE 10 Singapore,1.3711,103.85523
1871,556 ANG MO KIO AVE 10 Singapore,1.37228,103.85757
1872,507 ANG MO KIO AVE 8 Singapore,1.37457,103.84967
1873,541 ANG MO KIO AVE 10 Singapore,1.37412,103.85576
1874,623 ANG MO KIO AVE 9 Singapore,1.38243,103.8408
1875,633 ANG MO KIO AVE 6 Singapore,1.38138,103.84202
1876,332 ANG MO KIO AVE 1 Singapore,1.36184,103.85207
1877,229 ANG MO KIO AVE 3 Singapore,1.36898,103.83856
1878,154 ANG MO KIO AVE 5 Singapore,1.3765,103.8412
1879,334 ANG MO KIO AVE 1 Singapore,1.363,103.85146
1880,402 ANG MO KIO AVE 10 Singapore,1.36095,103.85498
1881,714 ANG MO KIO AVE 6 Singapore,1.37121,103.84658
1882,729 ANG MO KIO AVE 6 Singapore,1.37286,103.84583
1883,520 ANG MO KIO AVE 5 Singapore,1.37338,103.85179
1884,551 ANG MO KIO AVE 10 Singapore,1.37425,103.8587
1885,84 BEDOK NTH ST 4 Singapore,1.33189,103.9394
1886,88 BEDOK NTH ST 4 Singapore,1.33292,103.93904
1887,423 BEDOK NTH AVE 1 Singapore,1.32807,103.92818
1888,81 BEDOK NTH RD Singapore,1.3291,103.94043
1889,703 BEDOK RESERVOIR RD Singapore,1.33705,103.91953
1890,19 BEDOK STH RD Singapore,1.31997,103.93423
1891,20 BEDOK STH RD Singapore,1.32004,103.93391
1892,99 BEDOK NTH AVE 4 Singapore,1.33427,103.94023
1893,413 BEDOK NTH AVE 2 Singapore,1.33009,103.9311
1894,604 BEDOK RESERVOIR RD Singapore,1.33054,103.9129
1895,23 SIN MING RD Singapore,1.35428,103.83592
1896,313 SHUNFU RD Singapore,1.35136,103.8373
1897,7 HILLVIEW AVE Singapore,1.3646165,103.7652824
1898,8 HILLVIEW AVE Singapore,1.3646165,103.7652824
1899,147 BT BATOK WEST AVE 6 Singapore,1.34947,103.74378
1900,176 BT BATOK WEST AVE 8 Singapore,1.34625,103.74136
1901,181 BT BATOK WEST AVE 8 Singapore,1.34584,103.74345
1902,168 BT BATOK WEST AVE 8 Singapore,1.34735,103.74138
1903,166 BT BATOK WEST AVE 8 Singapore,1.34726,103.74268
1904,162 BT BATOK ST 11 Singapore,1.34793,103.74185
1905,229 BT BATOK EAST AVE 3 Singapore,1.34802,103.75476
1906,132 BT BATOK WEST AVE 6 Singapore,1.35063,103.74573
1907,235 BT BATOK EAST AVE 5 Singapore,1.34879,103.75629
1908,208 BT BATOK ST 21 Singapore,1.34568,103.74865
1909,305 BT BATOK ST 31 Singapore,1.35802,103.74796
1910,172 BT BATOK WEST AVE 8 Singapore,1.34598,103.74063
1911,104 BT BATOK CTRL Singapore,1.34914,103.74789
1912,301 BT BATOK ST 31 Singapore,1.3571,103.74869
1913,110 BT BATOK WEST AVE 6 Singapore,1.34734,103.74587
1914,102 BT BATOK WEST AVE 6 Singapore,1.34711,103.7471
1915,243 BT BATOK EAST AVE 5 Singapore,1.34992,103.75648
1916,233 BT BATOK EAST AVE 5 Singapore,1.34895,103.75553
1917,171 BT BATOK WEST AVE 8 Singapore,1.34642,103.7404
1918,32 JLN BT HO SWEE Singapore,1.28721,103.8284
1919,33 TELOK BLANGAH WAY Singapore,1.27368,103.82237
1920,8 REDHILL CL Singapore,1.28511,103.81719
1921,3 REDHILL CL Singapore,1.28467,103.81619
1922,130 KIM TIAN RD Singapore,1.28065,103.82918
1923,16 TAMAN HO SWEE Singapore,1.28782,103.83167
1924,51 NILE RD Singapore,,
1925,54 NILE RD Singapore,,
1926,24 JLN MEMBINA BARAT Singapore,,
1927,32 LOWER DELTA RD Singapore,1.2894,103.82684
1928,88 ZION RD Singapore,1.29072,103.83238
1929,90 ZION RD Singapore,1.29072,103.83238
1930,15 TELOK BLANGAH CRES Singapore,1.27721,103.8206
1931,22 TELOK BLANGAH CRES Singapore,1.27678,103.81968
1932,20 TELOK BLANGAH CRES Singapore,1.27712,103.82169
1933,59 TELOK BLANGAH HTS Singapore,1.27516,103.81346
1934,128 KIM TIAN RD Singapore,1.28092,103.82895
1935,104 HENDERSON CRES Singapore,1.28926,103.82134
1936,24 TELOK BLANGAH CRES Singapore,1.27561,103.82051
1937,23 TELOK BLANGAH CRES Singapore,1.27559,103.82055
1938,95 HAVELOCK RD Singapore,1.28844,103.83304
1939,26 TELOK BLANGAH CRES Singapore,1.27664,103.81912
1940,5 FARRER RD Singapore,1.31686,103.80728
1941,10 JLN KUKOH Singapore,1.28679,103.83907
1942,3 TG PAGAR PLAZA Singapore,1.27557,103.84259
1943,263 WATERLOO ST Singapore,1.29893,103.85167
1944,26 JLN BERSEH Singapore,1.3063,103.85784
1945,668 CHANDER RD Singapore,1.30771,103.8515
1946,15 TECK WHYE LANE Singapore,1.37891,103.75473
1947,17 TECK WHYE LANE Singapore,1.37903,103.75407
1948,364 CLEMENTI AVE 2 Singapore,1.31303,103.76889
1949,428 CLEMENTI AVE 3 Singapore,1.31233,103.76325
1950,327 CLEMENTI AVE 5 Singapore,1.31469,103.76639
1951,352 CLEMENTI AVE 2 Singapore,1.31478,103.77136
1952,513 WEST COAST RD Singapore,1.30836,103.7603
1953,374 CLEMENTI AVE 4 Singapore,1.31925,103.76679
1954,612 CLEMENTI WEST ST 1 Singapore,1.30365,103.76865
1955,511 WEST COAST DR Singapore,1.31053,103.76048
1956,410 C'WEALTH AVE WEST Singapore,1.31128,103.76976
1957,324 CLEMENTI AVE 5 Singapore,1.31489,103.76603
1958,350 CLEMENTI AVE 2 Singapore,1.31544,103.77029
1959,318 CLEMENTI AVE 4 Singapore,1.31802,103.76493
1960,316 CLEMENTI AVE 4 Singapore,1.31833,103.76493
1961,348 CLEMENTI AVE 5 Singapore,1.31721,103.77025
1962,373 CLEMENTI AVE 4 Singapore,1.31924,103.7673
1963,381 CLEMENTI AVE 5 Singapore,1.31847,103.76785
1964,355 CLEMENTI AVE 2 Singapore,1.31469,103.76957
1965,102 CLEMENTI ST 14 Singapore,1.3223,103.76906
1966,32 CASSIA CRES Singapore,1.30908,103.88397
1967,124 GEYLANG EAST AVE 1 Singapore,1.3182,103.88688
1968,414 EUNOS RD 5 Singapore,1.31827,103.89813
1969,95 OLD AIRPORT RD Singapore,1.30817,103.88737
1970,99 OLD AIRPORT RD Singapore,1.30835,103.88827
1971,95 ALJUNIED CRES Singapore,1.32129,103.8863
1972,2 HAIG RD Singapore,1.31238,103.89742
1973,122 GEYLANG EAST CTRL Singapore,1.31786,103.88496
1974,34 CASSIA CRES Singapore,1.30942,103.88439
1975,324 UBI AVE 1 Singapore,1.3282,103.90435
1976,31 BALAM RD Singapore,1.3299,103.88591
1977,315 UBI AVE 1 Singapore,1.32939,103.90347
1978,314 UBI AVE 1 Singapore,1.32915,103.90371
1979,313 UBI AVE 1 Singapore,1.32928,103.90385
1980,22 EUNOS CRES Singapore,1.3241,103.90256
1981,51 SIMS DR Singapore,1.31623,103.87875
1982,50 SIMS DR Singapore,1.31656,103.87858
1983,125 ALJUNIED RD Singapore,1.32303,103.88181
1984,19 HOUGANG AVE 3 Singapore,1.36404,103.8918
1985,22 HOUGANG AVE 3 Singapore,1.36448,103.8908
1986,155 HOUGANG ST 11 Singapore,1.35239,103.87992
1987,129 LOR AH SOO Singapore,1.35167,103.88764
1988,249 HOUGANG AVE 3 Singapore,1.35944,103.89228
1989,6 TEBAN GDNS RD Singapore,1.3210739,103.7440747
1990,34 TEBAN GDNS RD Singapore,1.3198,103.7421
1991,339 JURONG EAST AVE 1 Singapore,1.34936,103.73138
1992,402 PANDAN GDNS Singapore,1.32093,103.74953
1993,414 PANDAN GDNS Singapore,1.31993,103.74718
1994,239 JURONG EAST ST 21 Singapore,1.3405,103.74045
1995,260 JURONG EAST ST 24 Singapore,1.34392,103.74028
1996,305 JURONG EAST ST 32 Singapore,1.34556,103.73541
1997,219A JURONG EAST ST 21 Singapore,1.34082,103.73754
1998,220 JURONG EAST ST 21 Singapore,1.3412,103.73766
1999,531 JURONG WEST ST 52 Singapore,1.34928,103.71531
2000,112 HO CHING RD Singapore,1.33389,103.72347
2001,440 JURONG WEST AVE 1 Singapore,1.35172,103.72285
2002,483 JURONG WEST ST 41 Singapore,1.34718,103.72531
2003,424 JURONG WEST AVE 1 Singapore,1.35111,103.7247
2004,537 JURONG WEST AVE 1 Singapore,1.35076,103.7166
2005,412 JURONG WEST ST 42 Singapore,1.35346,103.72597
2006,532 JURONG WEST ST 52 Singapore,1.34937,103.71598
2007,201 BOON LAY DR Singapore,1.34349,103.71536
2008,202 BOON LAY DR Singapore,1.34356,103.7151
2009,204 BOON LAY DR Singapore,1.3446,103.71505
2010,206 BOON LAY DR Singapore,1.34475,103.71504
2011,221 BOON LAY PL Singapore,1.34658,103.7128
2012,553 JURONG WEST ST 42 Singapore,1.35334,103.719
2013,401 JURONG WEST ST 42 Singapore,1.35369,103.72119
2014,93 GEYLANG BAHRU Singapore,1.32234,103.87149
2015,96 GEYLANG BAHRU Singapore,1.32321,103.87057
2016,34 JLN BAHAGIA Singapore,1.32727,103.85749
2017,27 JLN BAHAGIA Singapore,1.32629,103.8587
2018,86 WHAMPOA DR Singapore,1.32296,103.85604
2019,102 JLN RAJAH Singapore,1.3286,103.85179
2020,6 ST. GEORGE'S LANE Singapore,1.32341,103.85903
2021,42 CAMBRIDGE RD Singapore,1.31567,103.8498
2022,11 ST. GEORGE'S RD Singapore,1.3232,103.86313
2023,38 UPP BOON KENG RD Singapore,1.31822,103.87417
2024,64 MARINE DR Singapore,1.30189,103.90898
2025,1 MARINE TER Singapore,1.30477,103.91834
2026,62 C'WEALTH DR Singapore,1.29867,103.79707
2027,29 TANGLIN HALT RD Singapore,1.29879,103.7992
2028,56 C'WEALTH DR Singapore,1.29735,103.79723
2029,45 TANGLIN HALT RD Singapore,1.29866,103.79912
2030,40 TANGLIN HALT RD Singapore,1.29794,103.79905
2031,35 DOVER RD Singapore,1.29889,103.78338
2032,109 C'WEALTH CRES Singapore,1.30707,103.79911
2033,162 MEI LING ST Singapore,1.29206,103.80284
2034,163 STIRLING RD Singapore,1.29171,103.8026
2035,68 C'WEALTH DR Singapore,1.29899,103.79642
2036,43 HOLLAND DR Singapore,1.30759,103.79293
2037,15 GHIM MOH RD Singapore,1.30907,103.78891
2038,87 Commonwealth Clos Singapore,1.30449,103.79913
2039,5 BUANGKOK STH FARMWAY 1 Singapore,,
2040,1 SELETAR WEST FARMWAY 6 Singapore,1.3954058,103.8699486
2041,2 SELETAR WEST FARMWAY 6 Singapore,1.3954058,103.8699486
2042,4 LOR LEW LIAN Singapore,1.35037,103.87637
2043,104 SERANGOON NTH AVE 1 Singapore,1.37075,103.87074
2044,306 SERANGOON AVE 2 Singapore,1.354,103.8669
2045,229 SERANGOON AVE 4 Singapore,1.35615,103.87025
2046,118 SERANGOON NTH AVE 1 Singapore,1.36778,103.87092
2047,122 SERANGOON NTH AVE 1 Singapore,1.36649,103.87139
2048,307 SERANGOON AVE 2 Singapore,1.35433,103.86679
2049,231 SERANGOON AVE 3 Singapore,1.35491,103.8685
2050,239 SERANGOON AVE 2 Singapore,1.35345,103.86844
2051,238 SERANGOON AVE 2 Singapore,1.35338,103.86887
2052,317 SERANGOON AVE 2 Singapore,1.35279,103.86613
2053,206 TAMPINES ST 21 Singapore,1.35105,103.95231
2054,139 TAMPINES ST 11 Singapore,1.34617,103.94491
2055,909 TAMPINES AVE 4 Singapore,1.35001,103.93938
2056,276 TAMPINES ST 22 Singapore,1.34724,103.95077
2057,930 TAMPINES ST 91 Singapore,1.34617,103.93959
2058,213 TAMPINES ST 23 Singapore,1.35461,103.95415
2059,408 TAMPINES ST 41 Singapore,1.35894,103.94541
2060,417 TAMPINES ST 41 Singapore,1.35894,103.94726
2061,208 TAMPINES ST 21 Singapore,1.35144,103.95307
2062,107 TAMPINES ST 11 Singapore,1.34813,103.94829
2063,915 TAMPINES ST 91 Singapore,1.34883,103.93938
2064,911 TAMPINES ST 91 Singapore,1.34957,103.93976
2065,931 TAMPINES ST 91 Singapore,1.3462,103.93917
2066,230 TAMPINES ST 24 Singapore,1.35571,103.95305
2067,448 TAMPINES ST 42 Singapore,1.35723,103.95106
2068,449 TAMPINES ST 42 Singapore,1.35723,103.95131
2069,419 TAMPINES ST 41 Singapore,1.35805,103.94678
2070,423 TAMPINES ST 41 Singapore,1.3573,103.94771
2071,260 TAMPINES ST 21 Singapore,1.35481,103.95008
2072,815 TAMPINES AVE 4 Singapore,1.34718,103.93733
2073,104 POTONG PASIR AVE 1 Singapore,1.3342,103.86925
2074,107 LOR 1 TOA PAYOH Singapore,1.34111,103.84728
2075,108 LOR 1 TOA PAYOH Singapore,1.34174,103.84717
2076,47 LOR 6 TOA PAYOH Singapore,1.33709,103.85391
2077,124 LOR 1 TOA PAYOH Singapore,1.33856,103.84471
2078,18 LOR 7 TOA PAYOH Singapore,1.33578,103.85613
2079,85 LOR 4 TOA PAYOH Singapore,1.33619,103.84894
2080,185 TOA PAYOH CTRL Singapore,1.33274,103.84983
2081,203 TOA PAYOH NTH Singapore,1.34233,103.84921
2082,194 KIM KEAT AVE Singapore,1.33112,103.85831
2083,217 LOR 8 TOA PAYOH Singapore,1.34268,103.85443
2084,2A WOODLANDS CTR RD Singapore,1.44072,103.77079
2085,148 WOODLANDS ST 13 Singapore,1.43594,103.77401
2086,172 WOODLANDS ST 13 Singapore,1.43379,103.77747
2087,215 MARSILING LANE Singapore,1.44753,103.77229
2088,731 YISHUN ST 72 Singapore,1.42846,103.83128
2089,125 YISHUN ST 11 Singapore,1.43398,103.83025
2090,214 YISHUN ST 21 Singapore,1.43125,103.83616
2091,124 YISHUN ST 11 Singapore,1.43467,103.83087
2092,749 YISHUN ST 72 Singapore,1.42816,103.83419
2093,139 YISHUN RING RD Singapore,1.43186,103.83152
2094,255 YISHUN RING RD Singapore,1.43443,103.84062
2095,278 YISHUN ST 22 Singapore,1.43821,103.83739
2096,236 YISHUN RING RD Singapore,1.43387,103.83915
2097,754 YISHUN ST 72 Singapore,1.42703,103.83419
2098,269 YISHUN ST 22 Singapore,1.43721,103.84003
2099,155 YISHUN ST 11 Singapore,1.43202,103.83389
2100,805 YISHUN RING RD Singapore,1.41756,103.83162
2101,475 ANG MO KIO AVE 10 Singapore,1.36244,103.85625
2102,533 ANG MO KIO AVE 5 Singapore,1.37397,103.85287
2103,113 ANG MO KIO AVE 4 Singapore,1.37216,103.83585
2104,325 ANG MO KIO AVE 3 Singapore,1.36774,103.84693
2105,449 ANG MO KIO AVE 10 Singapore,1.36803,103.85575
2106,537 ANG MO KIO AVE 5 Singapore,1.37499,103.8531
2107,634 ANG MO KIO AVE 6 Singapore,1.38138,103.8431
2108,132 ANG MO KIO AVE 3 Singapore,1.37135,103.84245
2109,92 BEDOK NTH AVE 4 Singapore,1.33292,103.9407
2110,618 BEDOK RESERVOIR RD Singapore,1.33267,103.91716
2111,113 BEDOK RESERVOIR RD Singapore,1.33063,103.91045
2112,121 BEDOK RESERVOIR RD Singapore,1.33111,103.91001
2113,119 BEDOK NTH RD Singapore,1.32999,103.93878
2114,717 BEDOK RESERVOIR RD Singapore,1.33775,103.92556
2115,35 CHAI CHEE AVE Singapore,1.32488,103.92571
2116,163 BEDOK STH RD Singapore,1.3196,103.94668
2117,55 NEW UPP CHANGI RD Singapore,1.32485,103.94187
2118,66 BEDOK STH AVE 3 Singapore,1.31905,103.9436
2119,112 BEDOK NTH RD Singapore,1.33119,103.9361
2120,405 BEDOK NTH AVE 3 Singapore,1.32888,103.93439
2121,711 BEDOK RESERVOIR RD Singapore,1.33619,103.9236
2122,52 CHAI CHEE ST Singapore,1.32894,103.92114
2123,115 BEDOK RESERVOIR RD Singapore,1.33087,103.90857
2124,25 SIN MING RD Singapore,1.35515,103.83761
2125,265 BT BATOK EAST AVE 4 Singapore,1.35016,103.75964
2126,316 BT BATOK ST 32 Singapore,1.36074,103.74679
2127,174 BT BATOK WEST AVE 8 Singapore,1.34582,103.74108
2128,252 BT BATOK EAST AVE 5 Singapore,1.35046,103.75708
2129,250 BT BATOK EAST AVE 5 Singapore,1.35087,103.75709
2130,106 BT BATOK CTRL Singapore,1.34839,103.74689
2131,322 BT BATOK ST 33 Singapore,1.36147,103.74747
2132,363 BT BATOK ST 31 Singapore,1.36083,103.74943
2133,324 BT BATOK ST 33 Singapore,1.36236,103.74775
2134,203 BT BATOK ST 21 Singapore,1.34754,103.74876
2135,222 BT BATOK EAST AVE 3 Singapore,1.34765,103.75383
2136,138 JLN BT MERAH Singapore,1.27867,103.8267
2137,138 ALEXANDRA RD Singapore,1.2911,103.81956
2138,142 TIONG BAHRU RD Singapore,1.28529,103.83374
2139,86 REDHILL CL Singapore,1.28679,103.81883
2140,91 ZION RD Singapore,1.29072,103.83238
2141,27 TELOK BLANGAH WAY Singapore,1.27406,103.82199
2142,50 TELOK BLANGAH DR Singapore,1.27291,103.81065
2143,110 SPOTTISWOODE PK RD Singapore,1.27361,103.83615
2144,103 SPOTTISWOODE PK RD Singapore,1.27464,103.8359
2145,8 JLN RUMAH TINGGI Singapore,1.28829,103.80799
2146,111 BT PURMEI RD Singapore,1.27418,103.82729
2147,21 OUTRAM PK Singapore,1.28323,103.83927
2148,4 ROCHOR RD Singapore,1.30306,103.85532
2149,3 ROCHOR RD Singapore,1.303,103.85539
2150,53 CHIN SWEE RD Singapore,1.28729,103.84101
2151,637 VEERASAMY RD Singapore,1.3068,103.85538
2152,341 CLEMENTI AVE 5 Singapore,1.31866,103.76911
2153,514 WEST COAST RD Singapore,1.30875,103.75908
2154,4 HAIG RD Singapore,1.31233,103.89735
2155,53 SIMS PL Singapore,1.31798,103.87992
2156,318 UBI AVE 1 Singapore,1.32867,103.90323
2157,7 HAIG RD Singapore,1.31369,103.89666
2158,125 GEYLANG EAST AVE 1 Singapore,1.31808,103.88628
2159,247 HOUGANG AVE 3 Singapore,1.35932,103.89147
2160,401 HOUGANG AVE 10 Singapore,1.37466,103.89706
2161,412 HOUGANG AVE 10 Singapore,1.37509,103.89565
2162,704 HOUGANG AVE 2 Singapore,1.36537,103.88932
2163,253 HOUGANG AVE 3 Singapore,1.36021,103.89222
2164,703 HOUGANG AVE 2 Singapore,1.36553,103.88966
2165,628 HOUGANG AVE 8 Singapore,1.36975,103.88051
2166,301 JURONG EAST ST 32 Singapore,1.34426,103.73535
2167,261 JURONG EAST ST 24 Singapore,1.34427,103.74036
2168,35 TEBAN GDNS RD Singapore,1.31976,103.74229
2169,36 TEBAN GDNS RD Singapore,1.32014,103.74275
2170,330 JURONG EAST AVE 1 Singapore,1.35033,103.73001
2171,409 PANDAN GDNS Singapore,1.31867,103.7474
2172,338 JURONG EAST AVE 1 Singapore,1.35008,103.73113
2173,48 TEBAN GDNS RD Singapore,1.32032,103.74002
2174,226 JURONG EAST ST 21 Singapore,1.34145,103.73609
2175,406 JURONG WEST ST 42 Singapore,1.3545,103.72239
2176,541 JURONG WEST AVE 1 Singapore,1.3513,103.71595
2177,533 JURONG WEST ST 52 Singapore,1.34893,103.71665
2178,522 JURONG WEST ST 52 Singapore,1.34673,103.7166
2179,523 JURONG WEST ST 52 Singapore,1.34676,103.71643
2180,404 JURONG WEST ST 42 Singapore,1.35378,103.72239
